ADM_CD,행정동명,충전소수,충전기수,지역,위도,경도
11100550,방학1동,52,133,서울,37.6661393075369,127.04522060521545
11100560,방학2동,8,11,서울,37.66813567926906,127.03455326170473
11100570,방학3동,48,126,서울,37.660303484183906,127.02697541331551
11100590,창1동,22,71,서울,37.648427718634885,127.04478668567859
11100600,창2동,27,77,서울,37.64283051683168,127.03585279372031
11100610,창3동,12,32,서울,37.63664723620526,127.04111712459569
11100620,창4동,53,203,서울,37.6558361906656,127.0495096963579
11100630,창5동,37,112,서울,37.65496140021725,127.04295003660492
11100640,도봉1동,25,60,서울,37.6848227603716,127.04249131202836
11100650,도봉2동,52,159,서울,37.67994197982033,127.04776738657085
11110510,월계1동,30,138,서울,37.62056533948046,127.05923004232483
11110520,월계2동,29,134,서울,37.63067795565052,127.05060655710044
11110530,월계3동,36,88,서울,37.622755893537494,127.06391753428373
11110560,공릉2동,85,338,서울,37.62626362282799,127.08570513138086
11110580,하계1동,28,94,서울,37.639333602762115,127.07385673656906
11110590,하계2동,6,21,서울,37.63655608119833,127.06272648977414
11110600,중계본동,36,147,서울,37.64870303808416,127.08161646844259
11110610,중계1동,38,158,서울,37.6499969020121,127.07389097515755
11110640,중계4동,22,67,서울,37.658834566487705,127.07603805880375
11110650,상계1동,67,210,서울,37.67858541919908,127.05488585900028
11110660,상계2동,42,124,서울,37.656140705384,127.06647163707457
11110690,상계5동,17,42,서울,37.66473385603259,127.07053696854234
11110720,상계8동,24,58,서울,37.66897348019538,127.05448204967499
11110730,상계9동,5,78,서울,37.66654394687652,127.0616951090758
11110740,상계10동,9,33,서울,37.66190625632493,127.0612281878088
11110760,상계3·4동,27,80,서울,37.66513877492892,127.07776409734352
11110770,상계6·7동,40,114,서울,37.64944794454029,127.06041152953877
11110780,중계2·3동,18,110,서울,37.642376322024596,127.06752104568083
11110790,공릉1동,35,82,서울,37.625201099754,127.0717626183029
11120510,녹번동,25,72,서울,37.604011422144836,126.93271264631349
11120520,불광1동,35,122,서울,37.614000535914116,126.93274522323394
11120550,갈현1동,7,18,서울,37.62463817174985,126.9130898098401
11120560,갈현2동,11,28,서울,37.61616501808822,126.9130351123069
11120570,구산동,23,61,서울,37.609760212989485,126.90645198546858
11120580,대조동,10,45,서울,37.611562429367034,126.92664128269111
11120590,응암1동,20,43,서울,37.59935867492034,126.92360633829985
11120600,응암2동,41,127,서울,37.591219815002,126.92307822705827
11120650,신사1동,14,42,서울,37.60000112185193,126.90652699575288
11120660,신사2동,21,47,서울,37.59142443143863,126.90620661757153
11120670,증산동,16,42,서울,37.583152379372486,126.905475278271
11120680,수색동,21,113,서울,37.587835347412955,126.89182668979026
11120710,진관동,163,486,서울,37.6388527376756,126.924226949508
11120720,불광2동,11,25,서울,37.62375862579643,126.92677923562971
11120730,응암3동,16,23,서울,37.58915453919104,126.91770136513317
11120740,역촌동,11,34,서울,37.603491665255646,126.90888064428785
11130520,천연동,24,79,서울,37.57026630840745,126.95735711432054
11130620,홍제1동,26,124,서울,37.58312378858022,126.94781915691863
11130640,홍제3동,36,95,서울,37.59189620349175,126.94833471375416
11130650,홍제2동,14,51,서울,37.58361744731446,126.95128604652578
11130660,홍은1동,29,77,서울,37.59940166814482,126.94589943520893
11130680,홍은2동,37,93,서울,37.58631199058586,126.93399535090538
11130690,남가좌1동,45,340,서울,37.5739757362429,126.91752252116041
11130700,남가좌2동,46,158,서울,37.57755123851044,126.91915342408984
11130710,북가좌1동,20,109,서울,37.575013387206106,126.90724431122081
11130720,북가좌2동,19,53,서울,37.57927467784092,126.9130369858238
11130730,충현동,46,154,서울,37.563230571514644,126.95861726850012
11130740,북아현동,20,195,서울,37.55872634635368,126.95248830047372
11130750,신촌동,38,125,서울,37.56306508848868,126.94278821596787
11130760,연희동,25,48,서울,37.57082743968483,126.9314905066184
11140590,용강동,53,149,서울,37.541618431882505,126.9447209974813
11140600,대흥동,29,79,서울,37.552502692823076,126.9415980785464
11140610,염리동,32,163,서울,37.55171195914589,126.94742844900055
11140630,신수동,35,100,서울,37.54681618857082,126.93533208785543
11140660,서교동,43,90,서울,37.553740038910554,126.91935666362899
11140680,합정동,20,52,서울,37.55001769234852,126.9116814343329
11140690,망원1동,21,38,서울,37.5540045691809,126.90191070818621
11140700,망원2동,18,41,서울,37.55850748421118,126.90048410163585
11140710,연남동,8,13,서울,37.56332072913398,126.92119888202768
11140720,성산1동,7,10,서울,37.56326178278372,126.9108256859774
11140730,성산2동,53,176,서울,37.567505630092825,126.90441111199438
11140740,상암동,119,476,서울,37.58072316832306,126.88715134065242
11140750,도화동,34,99,서울,37.538166944797524,126.94873750021027
11140760,서강동,43,112,서울,37.54880629114916,126.92787453461509
11140770,공덕동,73,217,서울,37.54737173926883,126.95631653862122
11140780,아현동,47,193,서울,37.551198043683556,126.9509363063852
11150510,목1동,79,355,서울,37.52699380626666,126.87267151727339
11150520,목2동,22,59,서울,37.54451854372869,126.87185567666096
11150530,목3동,10,43,서울,37.54759918401635,126.86612677639242
11150540,목4동,14,21,서울,37.53463766854153,126.86768339004038
11150570,신월1동,27,61,서울,37.530826453682735,126.83533012978171
11150580,신월2동,30,50,서울,37.52151279240844,126.8470861684031
11150590,신월3동,12,19,서울,37.53611486701635,126.8257728021368
11150600,신월4동,25,73,서울,37.52284585202722,126.83933059760972
11150610,신월5동,17,31,서울,37.5424229758068,126.82910130262877
11150620,신월6동,12,21,서울,37.51506128300006,126.84260526348275
11150630,신월7동,8,17,서울,37.523306660835665,126.82991148980364
11150640,신정1동,6,27,서울,37.52059062538836,126.85595685105487
11150650,신정2동,22,63,서울,37.51889332600098,126.8738176669462
11150660,신정3동,83,243,서울,37.514078414856314,126.84227884260763
11150690,신정6동,33,108,서울,37.51968409318569,126.86729276375182
11150700,신정7동,33,77,서울,37.51022767666061,126.86414716071182
11150710,목5동,33,173,서울,37.5362607515292,126.88038912389146
11150720,신정4동,12,21,서울,37.52716634479383,126.8593160220199
11160510,염창동,124,336,서울,37.55269305639292,126.87089508548198
11160520,등촌1동,70,166,서울,37.557396468124224,126.85837576504721
11160530,등촌2동,18,39,서울,37.54526117110129,126.86163114464468
11160540,등촌3동,44,186,서울,37.562088095069704,126.84556412130952
11160550,화곡본동,8,9,서울,37.54199999038738,126.84637107903788
11160570,화곡2동,6,14,서울,37.5311655099976,126.85253689599578
11160580,화곡3동,45,169,서울,37.54710460165878,126.83244706266179
11160590,화곡4동,10,11,서울,37.53370622682334,126.86004264252846
11160610,화곡6동,24,40,서울,37.55391078499041,126.8494899524699
11160630,화곡8동,11,17,서울,37.533489778599645,126.8482137022157
11160650,가양2동,27,91,서울,37.565937497422496,126.8527107817609
11160660,가양3동,27,64,서울,37.56114062327608,126.85978584272041
11160670,발산1동,119,412,서울,37.554426443130396,126.82678288909355
11160690,공항동,43,154,서울,37.55704036878094,126.81312898605528
11160700,방화1동,73,192,서울,37.56891945108572,126.81821295646746
11160710,방화2동,45,200,서울,37.57318150377265,126.8035001637473
11160730,화곡1동,23,52,서울,37.53426232746396,126.83915061216331
11160740,우장산동,42,257,서울,37.55180983058985,126.83958579699362
11160751,가양1동,203,582,서울,37.565557875909434,126.8350288774928
11160761,방화3동,46,111,서울,37.578050265584245,126.81435765278756
11170510,신도림동,69,284,서울,37.50803171656194,126.88422773476663
11170520,구로1동,26,101,서울,37.49383121795391,126.87498337029156
11170540,구로3동,123,408,서울,37.48440623092943,126.89457323640038
11170550,구로4동,22,64,서울,37.49143425930602,126.8899961101595
11170560,구로5동,59,262,서울,37.50390105263356,126.8881215050538
11170610,고척1동,77,327,서울,37.49987732587284,126.86077750205786
11170620,고척2동,20,53,서울,37.506064380305276,126.85639611129787
11170640,개봉2동,31,107,서울,37.49334457909987,126.85764966799987
11170650,개봉3동,9,16,서울,37.483905112693556,126.85042273602674
11170670,오류1동,28,69,서울,37.49666787430967,126.8441308324069
11170690,수궁동,6,30,서울,37.49769812626291,126.82199720044484
11170700,가리봉동,8,18,서울,37.48140976844088,126.8894213454139
11170710,구로2동,40,108,서울,37.50076784094273,126.88063515979503
11170720,개봉1동,24,110,서울,37.49701359225522,126.85358571687973
11170730,오류2동,66,186,서울,37.48607971907025,126.84010004409886
11170740,항동,26,128,서울,37.479025969306484,126.82104271568673
11180510,가산동,200,780,서울,37.47729816177707,126.88354970566762
11180520,독산1동,59,239,서울,37.464843670865314,126.89392830599894
11180530,독산2동,12,19,서울,37.463574553693626,126.89975530561215
11180540,독산3동,11,28,서울,37.47761779407614,126.90088203116622
11180550,독산4동,2,5,서울,37.46816208572912,126.9012507812582
11180570,시흥1동,26,57,서울,37.45369106471104,126.8987080689638
11180580,시흥2동,15,91,서울,37.451106299973056,126.91836457844914
11180590,시흥3동,11,65,서울,37.44403741987901,126.90192903312074
11180600,시흥4동,14,27,서울,37.46060700596965,126.90801126857652
11180610,시흥5동,7,20,서울,37.45226249745989,126.9102614550263
11190540,여의동,159,585,서울,37.52422113463463,126.9257398296552
11190550,당산1동,61,172,서울,37.52373721004116,126.89728183141726
11190560,당산2동,46,172,서울,37.53056519356522,126.90211711356022
11190610,양평1동,58,184,서울,37.52477348237678,126.88731949310294
11190620,양평2동,69,221,서울,37.537149999446825,126.89306471904631
11190630,신길1동,15,29,서울,37.51246477982621,126.91797687338013
11190650,신길3동,12,53,서울,37.505196787849535,126.90643258691428
11190660,신길4동,11,13,서울,37.5062583494022,126.91352566597324
11190670,신길5동,24,81,서울,37.50343744819534,126.90817484342458
11190680,신길6동,14,52,서울,37.49843616201577,126.91173108216589
11190690,신길7동,25,101,서울,37.50540267051057,126.91874420644886
11190700,대림1동,27,66,서울,37.494017335350804,126.90525994386327
11190710,대림2동,19,37,서울,37.48757666662991,126.9008898036393
11190720,대림3동,19,56,서울,37.50351766285545,126.8961583886161
11190730,영등포본동,18,137,서울,37.5123100101082,126.90436269303044
11190740,영등포동,49,188,서울,37.52354660314625,126.90616022107956
11190750,도림동,18,60,서울,37.509527174241114,126.89756143816972
11190760,문래동,93,335,서울,37.517453186386426,126.89237118871314
11200520,노량진2동,5,34,서울,37.51455081876799,126.9382532899629
11200530,상도1동,33,121,서울,37.49903983066768,126.95476321155431
11200540,상도2동,32,131,서울,37.50288016241701,126.94277488704934
11200550,상도3동,13,20,서울,37.49830469060004,126.9325774114398
11200560,상도4동,19,39,서울,37.49737871434387,126.94220652412427
11200630,사당1동,12,22,서울,37.48126335233221,126.98017569492663
11200650,사당3동,24,97,서울,37.48828326081149,126.97138841860982
11200660,사당4동,10,20,서울,37.480253445284575,126.97089444962151
11200670,사당5동,8,37,서울,37.49061026696983,126.96348681527687
11200680,대방동,49,126,서울,37.510342749328544,126.92845734382472
11200690,신대방1동,40,163,서울,37.49049479175789,126.90928612925644
11200700,신대방2동,44,185,서울,37.49502606720946,126.92345537995392
11200710,흑석동,49,195,서울,37.50528049591062,126.9608089247147
11200720,노량진1동,30,121,서울,37.510146211080176,126.94777206061868
11200730,사당2동,29,96,서울,37.49376187610187,126.97921190376222
11210520,보라매동,17,44,서울,37.49141833223561,126.92697727044116
11210540,청림동,26,62,서울,37.48945937843227,126.96023937962774
11210570,행운동,10,47,서울,37.483377242703476,126.96126434258734
11210580,낙성대동,15,49,서울,37.475370115894634,126.95710826489798
11210610,중앙동,10,15,서울,37.482765539284955,126.9514963915418
11210620,인헌동,9,17,서울,37.4717544253969,126.96478547754278
11210630,남현동,26,50,서울,37.47298592256546,126.97833600126607
11210640,서원동,4,9,서울,37.48254593579712,126.93597931277276
11210650,신원동,4,10,서울,37.48106627456541,126.92805402909201
11210660,서림동,5,16,서울,37.471880497847756,126.93825659186257
11210680,신사동,11,12,서울,37.485459990899976,126.91760134751358
11210690,신림동,10,13,서울,37.48666965304032,126.92720974845793
11210710,난향동,7,26,서울,37.460661389514726,126.92039910553305
11210720,조원동,14,22,서울,37.482856554700156,126.9078221550898
11210730,대학동,39,131,서울,37.46692269440073,126.94455238590952
11210780,은천동,20,143,서울,37.48736657086623,126.94477675671416
11210790,성현동,22,228,서울,37.48969760875155,126.95285700606419
11210800,청룡동,23,39,서울,37.47801130627122,126.94734641287275
11210810,난곡동,6,11,서울,37.47106701989438,126.92119802582054
11210820,삼성동,23,67,서울,37.46364700667054,126.92752951300885
11210830,미성동,21,49,서울,37.47636228898857,126.91251201540004
11220510,서초1동,63,146,서울,37.487490129263215,127.01947309695355
11220520,서초2동,64,203,서울,37.49053888387905,127.02779857201881
11220530,서초3동,94,267,서울,37.48415072934018,127.00976004269057
11220540,서초4동,44,179,서울,37.49855978734347,127.01954549332228
11220550,잠원동,55,193,서울,37.516582148346565,127.01375853533949
11220560,반포본동,1,6,서울,37.5021389516353,126.986903961393
11220570,반포1동,69,313,서울,37.505277694884114,127.01211595734175
11220580,반포2동,20,53,서울,37.50254731988847,126.99610218389674
11220590,반포3동,32,160,서울,37.50923671397268,127.00618394997701
11220600,반포4동,32,162,서울,37.50209525511181,127.00389391281327
11220610,방배본동,38,80,서울,37.49507166593931,126.98725996355378
11220620,방배1동,19,30,서울,37.48541400775163,126.99570741054904
11220630,방배2동,22,76,서울,37.47763282944119,126.98448544948137
11220640,방배3동,36,177,서울,37.47637876345682,126.99933254252181
11220650,방배4동,29,69,서울,37.48944089510017,126.98765987600244
11220660,양재1동,69,268,서울,37.46496904840266,127.02449365221571
11220670,양재2동,45,150,서울,37.46547100425367,127.03870474834983
11220680,내곡동,60,185,서울,37.45441451486889,127.05591967929217
11230510,신사동,16,38,서울,37.52351535764295,127.02483975962139
11230511,개포3동,27,86,서울,37.492600497455335,127.07847263213858
11230520,논현1동,40,82,서울,37.51221243922171,127.02659428544683
11230530,논현2동,46,118,서울,37.514650285199586,127.03726297672026
11230580,삼성1동,73,209,서울,37.51296735037994,127.06014439677708
11230590,삼성2동,67,155,서울,37.51344373883648,127.04877438831544
11230600,대치1동,33,124,서울,37.493826547967,127.05895713220788
11230630,대치4동,33,114,서울,37.5038177659443,127.05389189433255
11230640,역삼1동,171,448,서울,37.49942234930835,127.0353549742209
11230650,역삼2동,74,212,서울,37.5000171489796,127.04569457873814
11230660,도곡1동,51,116,서울,37.48828015162243,127.03997512536849
11230670,도곡2동,41,399,서울,37.49029818852658,127.0513436064094
11230680,개포1동,17,35,서울,37.48292455565492,127.05758274131003
11230710,개포4동,36,72,서울,37.47940965990478,127.0519280065901
11230720,일원본동,39,147,서울,37.486203595326614,127.08781167595517
11230730,일원1동,16,34,서울,37.49326798783305,127.08822980410211
11230750,수서동,15,89,서울,37.48669706068792,127.09970001850294
11230760,세곡동,90,407,서울,37.471413711008495,127.10058183211397
11230770,압구정동,40,66,서울,37.52710828397259,127.03382172100972
11230780,청담동,69,146,서울,37.5230055638301,127.04856646794536
11230790,대치2동,79,212,서울,37.502943960690345,127.06461514018588
11230800,개포2동,33,213,서울,37.48499509580137,127.06812586084845
11240510,풍납1동,8,37,서울,37.537969507205695,127.1168337528364
11240520,풍납2동,28,93,서울,37.528316420384456,127.11510853591079
11240530,거여1동,6,13,서울,37.4931294196762,127.14288876465854
11240540,거여2동,24,107,서울,37.491155108516814,127.14706693860239
11240550,마천1동,17,51,서울,37.49682572554197,127.15675819994235
11240560,마천2동,13,29,서울,37.49962753777368,127.15029648926004
11240570,방이1동,12,28,서울,37.50855305245434,127.123713085422
11240580,방이2동,19,31,서울,37.51504122113899,127.1132602016811
11240590,오륜동,12,71,서울,37.51973402028734,127.11676569781119
11240600,오금동,36,109,서울,37.50613222130664,127.13513275156542
11240610,송파1동,15,31,서울,37.508257064452664,127.10989079406426
11240620,송파2동,10,44,서울,37.50468740111186,127.11785972913924
11240630,석촌동,12,38,서울,37.50480088683751,127.10402513865904
11240640,삼전동,12,21,서울,37.50275734074923,127.09425511504804
11240650,가락본동,46,129,서울,37.49564144938847,127.12130222907626
11240660,가락1동,10,80,서울,37.49617334025732,127.10615461910251
11240670,가락2동,28,96,서울,37.49749242052794,127.13067615236316
11240680,문정1동,14,76,서울,37.488841144719515,127.12966424862923
11240690,문정2동,111,636,서울,37.483609699728866,127.12003003565
11240710,잠실본동,11,19,서울,37.50629979620441,127.08373525365484
11240750,잠실4동,2,4,서울,37.5203136784994,127.113265160573
11240770,잠실6동,59,275,서울,37.514910125033246,127.10346585886253
11240780,잠실7동,10,18,서울,37.50893645518095,127.07533772910149
11240790,잠실2동,33,215,서울,37.51505133925685,127.07903690114458
11240800,잠실3동,47,261,서울,37.50879627888128,127.09322630078451
11240810,장지동,36,162,서울,37.48055681479954,127.13114377526918
11240820,위례동,87,360,서울,37.480614250520844,127.14216286857263
11250530,명일1동,20,63,서울,37.55128043709732,127.14576160097957
11250540,명일2동,24,62,서울,37.552678660218014,127.15335707092133
11250550,고덕1동,17,26,서울,37.55819960438801,127.14932992129212
11250560,고덕2동,36,249,서울,37.559624346672365,127.16049564616324
11250580,암사2동,26,116,서울,37.55310158231869,127.12587457999201
11250590,암사3동,20,191,서울,37.555834281991345,127.14055933619673
11250610,천호1동,15,48,서울,37.54568790473886,127.13876371452658
11250630,천호3동,30,73,서울,37.5375468426953,127.13239838690339
11250650,성내1동,36,59,서울,37.52860319417803,127.12487911121679
11250660,성내2동,21,45,서울,37.534894549295856,127.1278203169985
11250670,성내3동,23,31,서울,37.527533183870354,127.13328619375436
11250700,둔촌1동,4,6,서울,37.52386583956797,127.13546516321533
11250710,둔촌2동,24,73,서울,37.5303850155659,127.14446511725474
11250720,암사1동,16,66,서울,37.55366325106745,127.1389539732841
11250730,천호2동,37,142,서울,37.54286124929987,127.12585678260062
11250740,길동,26,75,서울,37.53864040666135,127.14567583962906
11250750,강일동,57,201,서울,37.56385021407539,127.17618274646827
11250760,상일1동,53,262,서울,37.552047676827705,127.16670099949316
11250770,상일2동,17,73,서울,37.549995276330186,127.17648942126017
23010520,연안동,16,46,인천,37.45228241844958,126.60723673265935
23010530,신포동,18,31,인천,37.46851297099219,126.62523215403735
23010540,신흥동,31,146,인천,37.457134891598166,126.63196847931137
23010560,도원동,5,8,인천,37.4662615019217,126.63982323749937
23010580,동인천동,11,13,인천,37.47545840236368,126.62863038521384
23010630,용유동,35,124,인천,37.45379054070927,126.39642840991154
23010640,운서동,131,659,인천,37.478145473929985,126.48331399847352
23010650,영종동,44,159,인천,37.49149930630942,126.51691911236738
23010670,개항동,24,43,인천,37.47470411163136,126.60742890217651
23010681,영종1동,48,218,인천,37.489374827931606,126.55566654073924
23010691,영종2동,42,164,인천,37.493113923347295,126.56522615013965
23020510,만석동,12,54,인천,37.48522490060853,126.62181569771498
23020520,화수1·화평동,9,15,인천,37.482217548955155,126.62775585011848
23020530,화수2동,3,5,인천,37.48170525731602,126.6338176938438
23020550,송현1·2동,20,76,인천,37.47908723720228,126.63715557270945
23020570,송현3동,8,49,인천,37.48557997580686,126.65078096096786
23020580,송림1동,3,64,인천,37.47486341089581,126.63651661938803
23020590,송림2동,1,2,인천,37.4734098106142,126.642908179264
23020600,송림3·5동,17,43,인천,37.47488844782551,126.64938298743178
23020610,송림4동,13,99,인천,37.482635677551976,126.65643186653473
23020630,송림6동,12,21,인천,37.48092973021287,126.64830759130045
23020640,금창동,2,5,인천,37.472892910844,126.643089480666
23040510,옥련1동,29,76,인천,37.42384622714651,126.65151421539277
23040520,선학동,17,38,인천,37.423591834296566,126.69861760606175
23040530,연수1동,21,69,인천,37.4227277141477,126.67836663962987
23040540,연수2동,30,98,인천,37.41289688843073,126.68393565048797
23040550,연수3동,34,106,인천,37.419106494915276,126.68861515586428
23040560,청학동,37,114,인천,37.42173831106034,126.66950005833796
23040570,동춘1동,35,113,인천,37.40919557607885,126.66385276339479
23040580,동춘2동,23,119,인천,37.403542690830236,126.6709236162859
23040590,동춘3동,21,133,인천,37.40663949514331,126.6804162695546
23040600,옥련2동,15,70,인천,37.42648625666686,126.64695724794186
23040640,송도1동,151,613,인천,37.385426405822116,126.64755394059944
23040650,송도3동,146,727,인천,37.37722450210138,126.65815712099776
23040660,송도2동,144,539,인천,37.39827114356556,126.6413268832302
23040680,송도4동,85,371,인천,37.39000307992735,126.63107427089913
23040690,송도5동,50,367,인천,37.41439694148193,126.61833456471665
23050510,구월1동,33,126,인천,37.444918900781325,126.71236286303396
23050521,구월2동,23,144,인천,37.455829791193686,126.7144290989253
23050530,구월3동,58,133,인천,37.45001489415658,126.7029117158194
23050540,구월4동,5,7,인천,37.449946964399615,126.72371626163442
23050550,간석1동,17,69,인천,37.4587001347615,126.69972867914689
23050561,간석2동,20,87,인천,37.460375332310484,126.70871731259228
23050570,간석3동,30,79,인천,37.464228530465704,126.717147543845
23050580,간석4동,35,101,인천,37.467291408650446,126.69350732147115
23050590,만수1동,12,51,인천,37.450236604933835,126.73372222909676
23050600,만수2동,29,95,인천,37.463390640065235,126.73356671102137
23050610,만수3동,22,69,인천,37.46385499338408,126.72436803822113
23050620,만수4동,16,50,인천,37.45829653556413,126.73526253077074
23050630,만수5동,5,16,인천,37.45722356925385,126.72349375063686
23050640,만수6동,39,139,인천,37.44358203086753,126.73688426897898
23050670,남촌도림동,26,90,인천,37.42483072350222,126.72064808756012
23050720,논현1동,40,152,인천,37.404756842464984,126.73405258166416
23050730,논현2동,83,261,인천,37.40569482758823,126.71308078159497
23050740,논현고잔동,112,520,인천,37.395292030443684,126.72204960712229
23050750,장수서창동,36,96,인천,37.4425475082827,126.75019557624812
23050760,서창2동,63,316,인천,37.42698453497274,126.74784476554234
23060510,부평1동,40,158,인천,37.49557526778513,126.72001834062995
23060520,부평2동,8,14,인천,37.486264196521184,126.71813190388829
23060530,부평3동,14,29,인천,37.48303715752522,126.70729970003066
23060540,부평4동,25,115,인천,37.501100180963626,126.72355361800865
23060550,부평5동,13,20,인천,37.494249994220084,126.7283617519068
23060560,부평6동,9,59,인천,37.48621162264436,126.72660988922523
23060570,산곡1동,24,143,인천,37.50894118858102,126.6979855464246
23060580,산곡2동,47,170,인천,37.50354774848041,126.70537003876137
23060590,산곡3동,15,54,인천,37.491846642077775,126.70694673950783
23060600,산곡4동,20,60,인천,37.50302116976025,126.71123691989212
23060610,청천1동,19,36,인천,37.521489987893396,126.69673938338661
23060620,청천2동,53,152,인천,37.51559261495343,126.71353566604807
23060630,갈산1동,25,56,인천,37.51801143019402,126.72725095736753
23060640,갈산2동,22,81,인천,37.51141683506612,126.72652579693916
23060650,삼산1동,29,126,인천,37.52051743802916,126.74061080352234
23060660,부개1동,10,31,인천,37.48576089245471,126.73409405065226
23060670,부개2동,36,104,인천,37.49281845638157,126.73837607286067
23060680,부개3동,31,128,인천,37.50318871899407,126.73842677651754
23060690,일신동,17,71,인천,37.48081846438991,126.74862596283059
23060700,십정1동,67,259,인천,37.47783993261247,126.69988958597598
23060710,십정2동,6,7,인천,37.474167132002215,126.70228213942586
23060720,삼산2동,45,224,인천,37.511417911744196,126.73630010986825
23070510,효성1동,27,164,인천,37.53076578100852,126.71226368216402
23070520,효성2동,30,95,인천,37.52624213639715,126.71259694463585
23070530,계산1동,14,36,인천,37.54067449459825,126.72113150156666
23070540,계산2동,11,19,인천,37.54649491253904,126.72491494178104
23070550,계산3동,11,30,인천,37.53965803544663,126.73068506313997
23070560,작전1동,32,86,인천,37.529430056789636,126.73029321229617
23070570,작전2동,25,66,인천,37.529583239370105,126.72306259282857
23070580,작전서운동,74,284,인천,37.53067407054098,126.74248928415669
23070610,계양2동,36,141,인천,37.54586972398917,126.74059274849361
23070620,계산4동,71,240,인천,37.53899960367696,126.73955397014527
23070630,계양1동,20,106,인천,37.574966110078876,126.73567634044984
23070640,계양3동,42,125,인천,37.56552889459746,126.75264799642268
23080510,검암경서동,73,482,인천,37.57079850507901,126.6658193140158
23080531,연희동,53,173,인천,37.545505529397694,126.67395414099339
23080541,가정1동,44,413,인천,37.52672108609305,126.66840875914015
23080550,가정2동,22,236,인천,37.523888352713165,126.68014391970927
23080560,가정3동,7,7,인천,37.513944187634856,126.67735203655829
23080580,석남1동,15,27,인천,37.51019986111367,126.66887396854224
23080590,석남2동,19,51,인천,37.50442200805192,126.668273580837
23080600,석남3동,6,8,인천,37.50661553851344,126.67963367895187
23080620,가좌1동,35,99,인천,37.49375472642078,126.66633155618524
23080630,가좌2동,16,113,인천,37.49453168627435,126.68442367374327
23080640,가좌3동,17,40,인천,37.48805418429303,126.67999510274691
23080650,가좌4동,14,60,인천,37.48841707180084,126.68567422895579
23080730,신현원창동,40,147,인천,37.51762596393102,126.66044929412547
23080740,청라1동,68,297,인천,37.53272542782291,126.65440813237137
23080780,청라2동,103,519,인천,37.53518736483164,126.64363043165957
23080790,청라3동,111,617,인천,37.53608604985529,126.6256929028294
23080800,검단동,63,139,인천,37.605732871977246,126.66073921471697
23080810,불로대곡동,38,165,인천,37.61561401362419,126.68979444830477
23080840,오류왕길동,71,174,인천,37.59282317025458,126.63275021286125
23080850,당하동,58,222,인천,37.58922229188715,126.67527197255792
23080860,마전동,31,161,인천,37.597156085081636,126.66944970557111
23080870,원당동,38,119,인천,37.594009290746804,126.69717978710767
23080880,아라동,73,623,인천,37.59064952890647,126.70996224123849
23090520,숭의2동,12,27,인천,37.46148475147115,126.64822488509893
23090540,숭의4동,6,11,인천,37.463195676612756,126.65506730141446
23090560,용현2동,42,182,인천,37.456543557618886,126.64396127377177
23090570,용현3동,1,2,인천,37.4557383117384,126.652441791201
23090590,용현5동,29,113,인천,37.44891485761777,126.639724994426
23090600,학익1동,43,166,인천,37.442518824737874,126.65444939384301
23090610,학익2동,24,91,인천,37.442066736137775,126.67473209955297
23090620,도화1동,19,37,인천,37.46290186416889,126.67030765199156
23090650,주안1동,24,46,인천,37.46153672627481,126.68179993959883
23090660,주안2동,2,2,인천,37.45416423856035,126.6709662369015
23090670,주안3동,4,126,인천,37.447832751047855,126.67212277474603
23090680,주안4동,5,82,인천,37.453994578884355,126.69257605480001
23090690,주안5동,16,128,인천,37.46857607254801,126.68382003045573
23090700,주안6동,9,75,인천,37.46229846073379,126.69362590617985
23090710,주안7동,3,6,인천,37.446748579361916,126.67848497740901
23090720,주안8동,11,61,인천,37.44672777352827,126.68430400458796
23090730,관교동,16,76,인천,37.442694909292904,126.69822376537343
23090740,문학동,6,10,인천,37.436532340913956,126.6854618219281
23090750,숭의1·3동,25,116,인천,37.46663969460165,126.6440851945337
23090760,용현1·4동,4,9,인천,37.449268799769655,126.65222903068235
23090770,도화2·3동,48,165,인천,37.47341589066561,126.66221716717855
23510110,강화읍,56,91,인천,37.74415747023186,126.48774302812446
23510310,선원면,12,21,인천,37.720721234091535,126.48847243631391
23510320,불은면,9,19,인천,37.68098743374621,126.48098988186851
23510330,길상면,31,64,인천,37.61798588685371,126.50689125847715
23510340,화도면,21,29,인천,37.61779797607871,126.411404700384
23510350,양도면,5,5,인천,37.670298924449696,126.422010160598
23510360,내가면,15,18,인천,37.70912283566004,126.37963186470522
23510370,하점면,2,2,인천,37.7718306311712,126.3849881052425
23510380,양사면,2,2,인천,37.79678502159245,126.407224631486
23510390,송해면,2,2,인천,37.761563070128204,126.4604554173455
23510400,교동면,6,7,인천,37.78285074956583,126.28398064500773
23510410,삼산면,9,10,인천,37.68676903080365,126.33401515279579
23520310,북도면,3,4,인천,37.523725505963455,126.4341286904115
23520330,백령면,3,5,인천,37.97191234065344,124.717300061674
23520350,덕적면,1,1,인천,37.2275268344315,126.154939290561
23520360,자월면,1,1,인천,37.260860875833,126.286134191801
23520370,영흥면,27,47,인천,37.25615890550471,126.4929751441371
31011540,파장동,22,104,경기,37.31545362872632,126.98868460945884
31011550,율천동,52,380,경기,37.2948644910147,126.97543995086903
31011560,정자1동,36,143,경기,37.30747864058209,126.98640143149494
31011570,정자2동,35,241,경기,37.29062228589145,126.99602522146914
31011580,영화동,12,28,경기,37.29152824470538,127.01378508174996
