충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,위도,경도
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,4,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,5,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,6,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,7,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,8,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,9,단독,충전중,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,10,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,11,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,12,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,13,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,14,단독,사용가능,2023,37.5078041790846,126.706738600308
산곡 푸르지오 아파트(인천),인천광역시 부평구 안남로 269, 부평산곡푸르지오아파트,15,단독,사용가능,2023,37.5078041790846,126.706738600308
베로나 오피스텔(인천),인천광역시 부평구 부평문화로116번길 19,베로나 오피스텔,1,단독,사용가능,2023,37.4931910439724,126.729296091971
단클러스터빌딩(인천),인천광역시 연수구 송도미래로 47,단클러스터빌딩(인천),1,단독,사용가능,2023,37.36781128816,126.65017635894
단클러스터빌딩(인천),인천광역시 연수구 송도미래로 47,단클러스터빌딩(인천),2,단독,사용가능,2023,37.36781128816,126.65017635894
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,1,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,2,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,3,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,4,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,5,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,6,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,7,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,8,단독,사용가능,2023,37.5318902489642,126.753238383958
계양DSE지식산업센터(인천),인천광역시 계양구 서운산단로1길 19,,9,단독,사용가능,2024,37.5318902489642,126.753238383958
아르코(인천),인천광역시 서구 서로3로 198,,1,단독,사용가능,2024,37.597348661332,126.707898548187
아르코(인천),인천광역시 서구 서로3로 198,,2,단독,사용가능,2024,37.597348661332,126.707898548187
루원시티1공영주차장(인천),인천광역시 서구 가정동 산21-17,,1,단독,사용가능,2024,37.5250036114825,126.681101658984
루원시티1공영주차장(인천),인천광역시 서구 가정동 산21-17,,2,단독,사용가능,2024,37.5250036114825,126.681101658984
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,1,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,2,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,3,단독,충전중,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,4,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,5,단독,충전중,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,6,단독,충전중,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,7,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,8,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,9,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,10,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,11,단독,충전중,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,12,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,13,단독,충전중,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,14,단독,사용가능,2023,37.4791385371065,126.754207314615
한국폴리텍대학 인천캠퍼스,인천광역시 부평구 무네미로448번길 56,,15,단독,사용가능,2023,37.4791385371065,126.754207314615
인천계양경찰서,인천광역시 계양구 계산새로 68,,1,단독,사용가능,2023,37.5375960906488,126.735747338651
인천계양경찰서,인천광역시 계양구 계산새로 68,,2,단독,사용가능,2023,37.5375960906488,126.735747338651
인천계양경찰서,인천광역시 계양구 계산새로 68,,3,단독,사용가능,2023,37.5375960906488,126.735747338651
인천계양경찰서,인천광역시 계양구 계산새로 68,,4,단독,사용가능,2023,37.5375960906488,126.735747338651
계양세무서(인천),인천광역시 계양구 효서로 244,,1,단독,사용가능,2023,37.5277067875833,126.723224448831
계양세무서(인천),인천광역시 계양구 효서로 244,,2,단독,사용가능,2023,37.5277067875833,126.723224448831
계양세무서(인천),인천광역시 계양구 효서로 244,,3,단독,사용가능,2023,37.5277067875833,126.723224448831
계양세무서(인천),인천광역시 계양구 효서로 244,,4,단독,충전중,2023,37.5277067875833,126.723224448831
계양세무서(인천),인천광역시 계양구 효서로 244,,5,단독,사용가능,2023,37.5251174390484,126.684029808126
계양세무서(인천),인천광역시 계양구 효서로 244,,6,단독,충전중,2023,37.5277067875833,126.723224448831
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,1,단독,충전중,2023,37.5277067875833,126.723224448831
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,2,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,3,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,4,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,5,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,6,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,7,단독,사용가능,2023,37.5251174390484,126.684029808126
루원시티2공영주차장(인천),인천광역시 서구 가정동 산21-6,루원시티2공영주차장,8,단독,사용가능,2023,37.5110124805355,126.732240699017
인천삼산경찰서,인천광역시 부평구 굴포로 104,지상 주차장,1,단독,사용가능,2024,37.5251174390484,126.684029808126
마스타프라자(인천),인천광역시 남동구 서창남순환로215번길 17,,1,단독,상태미확인,2024,37.4247276577763,126.74758978295
마스타프라자(인천),인천광역시 남동구 서창남순환로215번길 17,,2,단독,상태미확인,2024,37.5333641644652,126.650295858774
청라여성병원(인천),인천광역시 서구 중봉대로 602,,1,단독,사용가능,2024,37.4247276577763,126.74758978295
청라여성병원(인천),인천광역시 서구 중봉대로 602,,2,단독,사용가능,2024,37.5333641644652,126.650295858774
청라여성병원(인천),인천광역시 서구 중봉대로 602,,3,단독,사용가능,2024,37.5333641644652,126.650295858774
세종팰리스(인천),인천광역시 계양구 장제로 714,,1,단독,사용가능,2024,37.5313571563654,126.734234426823
세종팰리스(인천),인천광역시 계양구 장제로 714,,2,단독,사용가능,2024,37.5313571563654,126.734234426823
부개동 백영아파트(인천),인천광역시 부평구 수변로 115,,1,단독,사용가능,2024,37.4965316928038,126.741688226205
부개동 백영아파트(인천),인천광역시 부평구 수변로 115,,2,단독,사용가능,2024,37.4965316928038,126.741688226205
부개동 백영아파트(인천),인천광역시 부평구 수변로 115,,3,단독,사용가능,2024,37.4965316928038,126.741688226205
부개동 백영아파트(인천),인천광역시 부평구 수변로 115,,4,단독,사용가능,2024,37.4965316928038,126.741688226205
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,1,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,2,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,3,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,4,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,5,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,6,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,7,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,8,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,9,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,10,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,11,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,12,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,13,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,14,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,15,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,16,단독,충전중,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,17,단독,사용가능,2024,37.4943422835256,126.568011631253
인천영종하늘 호반써밋 스카이센트럴,인천광역시 중구 두미포로 113,,18,단독,사용가능,2024,37.4943422835256,126.568011631253
옥토끼우주센터(인천),인천광역시 강화군 불은면 강화동로 403,,1,단독,사용가능,2024,37.6741428767622,126.487308215133
옥토끼우주센터(인천),인천광역시 강화군 불은면 강화동로 403,,2,단독,사용가능,2024,37.6741428767622,126.487308215133
옥토끼우주센터(인천),인천광역시 강화군 불은면 강화동로 403,,3,단독,사용가능,2024,37.6741428767622,126.487308215133
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,1,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,2,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,3,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,4,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,5,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,6,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,7,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,8,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,9,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,10,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,11,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,12,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,13,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,14,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,15,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,16,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,17,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,18,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,19,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,20,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,21,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,22,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,23,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,24,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,25,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,26,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,27,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,28,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,29,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,30,단독,충전중,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,31,단독,사용가능,2024,37.4942660103241,126.566596194252
E편한세상 영종국제도시 오션하임,인천광역시 중구 두미포로 112,,32,단독,사용가능,2024,37.4942660103241,126.566596194252
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,1,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,2,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,3,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,4,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,5,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,6,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,7,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,8,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,9,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스1차 오피스텔,인천광역시 서구 청라한내로72번길 7-31,,10,단독,사용가능,2024,37.5320077086215,126.631248278125
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,1,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,2,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,3,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,4,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,5,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,6,단독,충전중,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,7,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,8,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,9,단독,사용가능,2024,37.5325142363805,126.631244313469
인천청라 골드클래스2차 오피스텔,인천광역시 서구 청라한내로72번길 7-29,,10,단독,사용가능,2024,37.5325142363805,126.631244313469
작전삼성홈타운아파트(인천),인천광역시 계양구 효서로303번길 19,,1,단독,사용가능,2024,37.5295156038548,126.73006281477
작전삼성홈타운아파트(인천),인천광역시 계양구 효서로303번길 19,,2,단독,사용가능,2024,37.5295156038548,126.73006281477
작전삼성홈타운아파트(인천),인천광역시 계양구 효서로303번길 19,,3,단독,사용가능,2024,37.5295156038548,126.73006281477
가경(인천),인천광역시 강화군 길상면 전등사로 76-4,,1,단독,상태미확인,2024,37.7243364611745,126.473636256407
가경(인천),인천광역시 강화군 길상면 전등사로 76-4,,2,단독,상태미확인,2024,37.7243364611745,126.473636256407
중식당 신(인천),인천광역시 강화군 길상면 온수길 66,,1,단독,사용가능,2024,37.6352037967763,126.493501561497
안다미로 한정식(인천),인천광역시 강화군 선원면 시리미로 56,,1,단독,사용가능,2024,37.6352037967763,126.493501561497
안다미로 한정식(인천),인천광역시 강화군 선원면 시리미로 56,,2,단독,사용가능,2024,37.6392785379435,126.487365597257
강화섬쌀밥집(인천),인천광역시 강화군 길상면 해안남로 17,,1,단독,사용가능,2024,37.6258436161551,126.533075422378
강화섬쌀밥집(인천),인천광역시 강화군 길상면 해안남로 17,,2,단독,사용가능,2024,37.6258436161551,126.533075422378
너멍골펜션(인천),인천광역시 강화군 길상면 해안남로 332,,1,단독,사용가능,2024,37.6077941970643,126.517379710825
너멍골펜션(인천),인천광역시 강화군 길상면 해안남로 332,,2,단독,사용가능,2024,37.6077941970643,126.517379710825
명진컨벤션웨딩부페(인천),인천광역시 강화군 강화읍 충렬사로 138,,1,단독,사용가능,2024,37.7307637879979,126.475263413013
명진컨벤션웨딩부페(인천),인천광역시 강화군 강화읍 충렬사로 138,,2,단독,사용가능,2024,37.7307637879979,126.475263413013
강화초지인삼센터(인천),인천광역시 강화군 길상면 초지로 151,,1,단독,사용가능,2024,37.4089504095382,126.696396509969
강화초지인삼센터(인천),인천광역시 강화군 길상면 초지로 151,,2,단독,사용가능,2024,37.62713458636,126.533064627824
인천상공회의소,인천광역시 남동구 은봉로60번길 46,,1,단독,사용가능,2025,37.62713458636,126.533064627824
인천상공회의소,인천광역시 남동구 은봉로60번길 46,,2,단독,사용가능,2025,37.4089504095382,126.696396509969
송빛 초등학교,인천광역시 연수구 아카데미로343번길 27,,1,단독,사용가능,2024,37.3858267845301,126.612886427233
송빛 초등학교,인천광역시 연수구 아카데미로343번길 27,,2,단독,사용가능,2024,37.3858267845301,126.612886427233
송빛 초등학교,인천광역시 연수구 아카데미로343번길 27,,3,단독,사용가능,2024,37.3858267845301,126.612886427233
송빛 초등학교,인천광역시 연수구 아카데미로343번길 27,,4,단독,사용가능,2024,37.3858267845301,126.612886427233
송빛 초등학교,인천광역시 연수구 아카데미로343번길 27,,5,단독,통신이상,2024,37.3858267845301,126.612886427233
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,1,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,2,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,3,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,4,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,5,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,6,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,7,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,8,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,9,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,10,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,11,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,12,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,13,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,14,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,15,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,16,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,17,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,18,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,19,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,20,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,21,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,22,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,23,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,24,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,25,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,26,동시,사용가능,2025,37.5103264571973,126.502367599336
영종권역 버스공영차고지,인천광역시 중구 영종순환로877번길 29,,27,동시,사용가능,2025,37.4666187184224,126.629178923114
인천광역시 이마트(계양점),인천광역시 계양구 봉오대로 785,,1,,사용가능,2016,37.5103264571973,126.502367599336
인천광역시 이마트(동인천점),인천광역시 중구 인중로 134,,1,,사용가능,2016,37.5310380372084,126.736896747731
인천광역시 동북아무역센터(송도),인천광역시 연수구 컨벤시아대로 165,,4,단독,사용가능,2024,37.3891408885668,126.644442676851
인천광역시 동북아무역센터(송도),인천광역시 연수구 컨벤시아대로 165,,5,단독,사용가능,2024,37.3891408885668,126.644442676851
인천광역시 동북아무역센터(송도),인천광역시 연수구 컨벤시아대로 165,,6,단독,충전중,2024,37.3891408885668,126.644442676851
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,1,단독,사용가능,2017,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,2,단독,충전중,2017,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,3,단독,사용가능,2018,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,4,단독,사용가능,2022,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,5,단독,사용가능,2022,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,6,단독,사용가능,2022,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,7,단독,사용가능,2022,37.409493814977,126.678337878586
인천시 연수구청,인천광역시 연수구 원인재로 115,연수구청 서문 우측 지상주차장 8기,8,단독,충전중,2022,37.409493814977,126.678337878586
인천시 중구 해양광장공용주차장지하,인천광역시 중구 연안부두로 36,지하1층 B34기둥,1,단독,사용가능,2017,37.4941570926939,126.531478279537
인천광역시 운서동 행정복지센터,인천광역시 중구 흰바위로27번길 10,주차장,1,,사용가능,2017,37.493331144128,126.488344111195
인천광역시 영종1동 행정복지센터,인천광역시 중구 운남서로 100,주차장,1,,사용가능,2017,37.4554968906649,126.601825124801
인천시 중구청,인천광역시 중구 운남서로 100-1,청사 뒷편주차장,1,단독,충전중,2022,37.5949098977407,126.698594011938
인천시 중구청,인천광역시 중구 운남서로 100-1,청사 뒷편주차장,2,단독,충전중,2022,37.4936330481788,126.530995539494
인천시 중구청,인천광역시 중구 운남서로 100-1,청사 뒷편주차장,3,단독,충전중,2022,37.4936330481788,126.530995539494
