충전소명,주소,상세주소,충전기ID,충전방식,충전상태,설치년도,위도,경도
강화풍물시장 공영주차장,인천광역시 강화군 강화읍 갑곳리 849, 고엽제전우회 건물 옆,1,단독,사용가능,2017,37.4670794284733,126.641597531126
계산1택지 공영주차장,인천광역시 계양구 계산동 1060, 구두수선방 옆,1,단독,사용가능,2017,37.4560499608337,126.705255744089
㈜현대자동차 블루핸즈 서인천 서비스 주차장 입구,인천광역시 서구 원삭로 160, 주차장 입구 우측 완속충전기 옆,1,단독,사용가능,2017,37.490800738006,126.684909521723
영흥수산물직판장 주차장,인천광역시 옹진군 영흥면 내리 8-165, 공중화장실 옆,1,단독,사용가능,2017,37.2549580022328,126.497126036386
도원역 부근 공영주차장,인천광역시 중구 도원동 5-7, 주차장 입구,1,단독,사용가능,2017,37.5207477363328,126.697048382748
송도골프,인천광역시 연수구 능허대로 236,,2,단독,사용가능,2018,37.741355714451,126.492602915597
덕산국민여가캠핑장,인천광역시 강화군 내가면 고천리 산494,,1,단독,사용가능,2018,37.7171706942633,126.381153158338
인천시청,인천광역시 남동구 정각로 29,,1,단독,사용가능,2018,37.5406724386308,126.736747596594
송도컨벤시아,인천광역시 연수구 센트럴로 123,", 지하주차장 1층",1,단독,사용가능,2018,37.4148715306309,126.650561495942
온수리 공영 주차장,인천광역시 강화군 길상면 온수리 546-34,,1,단독,사용가능,2018,37.5618714784539,126.754892057085
모탱이공원,인천광역시 계양구 동양동 607-1,,1,단독,사용가능,2018,37.3881431004052,126.645553109611
현대시장 공영주차장,인천광역시 동구 송림동 49-172,,1,단독,사용가능,2018,37.4148715306309,126.650561495942
인천나비공원 주차장,인천광역시 부평구 청천동 125-3,,1,단독,사용가능,2018,37.6391588066172,126.492221851384
가좌2동 행정복지센터,인천광역시 서구 가좌동 30-105,,1,단독,사용가능,2018,37.4698162202533,126.708532308798
이마트 동인천점,인천광역시 중구 인중로 134,,1,단독,사용가능,2018,37.4789078088984,126.477481743937
인천공항물류단지 행정지원센터,인천광역시 중구 공항동로 296번길 69,,1,단독,사용가능,2018,37.4770728254516,126.64709920414
월미공원 제2주차장,인천광역시 중구 북성동1가,97-32,1,단독,사용가능,2018,37.4700788377632,126.603237142771
신기남부종합시장 주차장,인천광역시 미추홀구 주안동 1311-17,,1,단독,사용가능,2018,37.4666187184224,126.629178923114
인천교통공사 본사,인천광역시 남동구 경인로 674,,1,단독,사용가능,2018,37.4463419871296,126.678458525553
부평깡시장 공영주차장,인천광역시 부평구 부흥로 315,,1,단독,사용가능,2018,37.5326554019386,126.747537862184
갈산역 공영주차장,인천광역시 부평구 갈산동 192,,1,단독,사용가능,2018,37.4986708187109,126.726850928746
서운체육공원 주차장,인천광역시 계양구 서운동 207,,11,동시,사용가능,2018,37.5158637228679,126.723126349354
서운체육공원 주차장,인천광역시 계양구 서운동 207,,12,동시,사용가능,2018,37.5326554019386,126.747537862184
열우물경기장,인천광역시 부평구 십정동 109-2,,11,동시,사용가능,2018,37.5195650696991,126.610873870713
열우물경기장,인천광역시 부평구 십정동 109-2,,12,동시,사용가능,2018,37.5195650696991,126.610873870713
서곶근린공원 제1주차장,인천광역시 서구 연희동 산150-5,,11,동시,사용가능,2018,37.5471148607021,126.681492039519
서곶근린공원 제1주차장,인천광역시 서구 연희동 산150-5,,12,동시,사용가능,2018,37.3939816113469,126.626783267157
아트센터인천,인천광역시 연수구 아트센터대로 222,,11,동시,사용가능,2018,37.3939816113469,126.626783267157
아트센터인천,인천광역시 연수구 아트센터대로 222,,12,동시,사용가능,2018,37.5471148607021,126.681492039519
연수구청,인천광역시 연수구 원인재로 115,,11,동시,사용가능,2018,37.409493814977,126.678337878586
연수구청,인천광역시 연수구 원인재로 115,,12,동시,충전중,2018,37.409493814977,126.678337878586
십리포해수욕장 주차장,인천광역시 옹진군 영흥면 영흥북로 382 ,,11,동시,사용가능,2018,37.2814678499088,126.486473682553
십리포해수욕장 주차장,인천광역시 옹진군 영흥면 영흥북로 382 ,,12,동시,사용가능,2018,37.2814678499088,126.486473682553
소래제1주차장,인천광역시 남동구 논현동 754-4,,11,동시,사용가능,2018,37.3977947332397,126.736446998603
소래제1주차장,인천광역시 남동구 논현동 754-4,,12,동시,사용가능,2018,37.5432821276251,126.71671423743
인천광역시 교통연수원,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,1,단독,사용가능,2018,37.5432821276251,126.71671423743
인천광역시 교통연수원,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,11,동시,사용가능,2018,37.3977947332397,126.736446998603
인천광역시 교통연수원,인천광역시 계양구 경명대로 990,인천광역시 계양구 경명대로 990,12,동시,사용가능,2018,37.5432821276251,126.71671423743
늘솔길공원 3주차장,인천광역시 남동구 논현동 762-3,,11,동시,사용가능,2018,37.3891482459322,126.720616392212
늘솔길공원 3주차장,인천광역시 남동구 논현동 762-3,,12,동시,사용가능,2018,37.3891482459322,126.720616392212
남동복지관,인천광역시 남동구 소래로 645,,11,동시,사용가능,2018,37.4477147022117,126.733083722994
남동복지관,인천광역시 남동구 소래로 645,,12,동시,충전중,2018,37.4477147022117,126.733083722994
서창2호 공영주차장,인천광역시 남동구 서창동 558-3,,11,동시,사용가능,2018,37.4357625312253,126.747575214918
서창2호 공영주차장,인천광역시 남동구 서창동 558-3,,12,동시,사용가능,2018,37.4357625312253,126.747575214918
롯데마트 영종도점,인천광역시 중구 흰바위로 51,,11,동시,사용가능,2018,37.4926741879123,126.491214087233
롯데마트 영종도점,인천광역시 중구 흰바위로 51,,12,동시,사용가능,2018,37.5175776394855,126.659248551367
인천서구청,인천광역시 서구 서곶로 307,,11,동시,사용가능,2018,37.5450349947206,126.675597819387
인천서구청,인천광역시 서구 서곶로 307,,12,동시,사용가능,2018,37.4926741879123,126.491214087233
인천서구청소년수련관,인천광역시 서구 원창로 92,,11,동시,사용가능,2018,37.5450349947206,126.675597819387
인천서구청소년수련관,인천광역시 서구 원창로 92,,12,동시,사용가능,2018,37.5175776394855,126.659248551367
계산3동행정복지센터 주차장,인천광역시 계양구 계산새로 7,,1,단독,사용가능,2019,37.5377344603453,126.728978554094
동화마을 공영주차장,인천광역시 중구 송월동2가 4,,1,단독,사용가능,2019,37.4790784666592,126.618877183566
영종역남부 공영주차장,인천광역시 중구 운북동 464,,1,단독,사용가능,2019,37.4959953421658,126.471992883812
국립생물자원관,인천광역시 서구 환경로 42,,1,단독,사용가능,2019,37.7549549358487,126.468553923841
영종 하늘문화센터,인천광역시 중구 영종해안북로 1000-26,,1,단독,사용가능,2019,37.5108624859133,126.524106429817
강화경기장,인천광역시 강화군 강화읍 강화대로 603,,21,동시,사용가능,2019,37.7817728170658,126.278962605148
강화경기장,인천광역시 강화군 강화읍 강화대로 603,,22,동시,사용가능,2019,37.5691386523628,126.638534371391
대룡리 공영주차장,인천광역시 강화군 교동면 대룡리 466-19,,21,동시,사용가능,2019,37.7817728170658,126.278962605148
대룡리 공영주차장,인천광역시 강화군 교동면 대룡리 466-19,,22,동시,사용가능,2019,37.4475889154018,126.700055774871
문화예술회관공영주차장,인천광역시 남동구 예술로 149,,21,동시,사용가능,2019,37.7549549358487,126.468553923841
문화예술회관공영주차장,인천광역시 남동구 예술로 149,,22,동시,사용가능,2019,37.4475889154018,126.700055774871
근로복지공단 인천북부지사,인천광역시 부평구 무네미로 478,,21,동시,사용가능,2019,37.4806116232245,126.7528825126
근로복지공단 인천북부지사,인천광역시 부평구 무네미로 478,,22,동시,사용가능,2019,37.4806116232245,126.7528825126
인천환경공단 가좌사업소,인천광역시 서구 중봉대로211,,21,동시,사용가능,2019,37.4985579878521,126.647465620336
인천환경공단 가좌사업소,인천광역시 서구 중봉대로211,,22,동시,사용가능,2019,37.4985579878521,126.647465620336
여성의광장,인천광역시 연수구 앵고개로 183,,21,동시,사용가능,2019,37.4121331509152,126.665986728949
여성의광장,인천광역시 연수구 앵고개로 183,,22,동시,사용가능,2019,37.4121331509152,126.665986728949
송도컨벤시아,인천광역시 연수구 센트럴로 123 ,,21,동시,사용가능,2019,37.3881431004052,126.645553109611
송도컨벤시아,인천광역시 연수구 센트럴로 123 ,,22,동시,사용가능,2019,37.4218771469087,126.65241251745
시립박물관주변 공영주차장,인천광역시 연수구 청량로 165,,21,동시,사용가능,2019,37.3881431004052,126.645553109611
시립박물관주변 공영주차장,인천광역시 연수구 청량로 165,,22,동시,사용가능,2019,37.4218771469087,126.65241251745
월미도 공영주차장,인천광역시 중구 반달로 20,,21,동시,사용가능,2020,37.4760127983425,126.601747619777
월미도 공영주차장,인천광역시 중구 반달로 20,,22,동시,사용가능,2020,37.4760127983425,126.601747619777
인천환경공단 운북사업소,인천광역시 중구 영종해안북로 1204번길 105,,21,동시,충전중,2019,37.513750008544,126.496699247045
인천환경공단 운북사업소,인천광역시 중구 영종해안북로 1204번길 105,,22,동시,사용가능,2019,37.513750008544,126.496699247045
정부인천지방합동청사,인천광역시 미추홀구 석정로 239,,1,단독,사용가능,2019,37.5077018329925,126.737537504394
정부인천지방합동청사,인천광역시 미추홀구 석정로 239,,2,단독,사용가능,2019,37.4688632136001,126.661982271202
삼산월드체육관,인천광역시 부평구 체육관로 60,,21,동시,사용가능,2019,37.5077018329925,126.737537504394
삼산월드체육관,인천광역시 부평구 체육관로 60,,22,동시,사용가능,2019,37.4688632136001,126.661982271202
한국폴리텍대학 남인천캠퍼스,인천광역시 미추홀구 염전로333번길 23,,21,동시,사용가능,2019,37.4726480111082,126.677333638326
한국폴리텍대학 남인천캠퍼스,인천광역시 미추홀구 염전로333번길 23,,22,동시,사용가능,2019,37.4726480111082,126.677333638326
롯데마트 인천터미널점,인천광역시 미추홀구 관교동 12,,21,동시,사용가능,2019,37.4394314530356,126.702203885179
롯데마트 인천터미널점,인천광역시 미추홀구 관교동 12,,22,동시,사용가능,2019,37.4394314530356,126.702203885179
지산입구(용진) 버스정류장 옆 주차장,인천광역시 강화군 선원면 지산리 255-1,,21,동시,사용가능,2019,37.714297767505,126.511639302901
지산입구(용진) 버스정류장 옆 주차장,인천광역시 강화군 선원면 지산리 255-1,,22,동시,상태미확인,2019,37.714297767505,126.511639302901
연수 공영주차장,인천광역시 연수구 경원대로 429,,21,동시,사용가능,2019,37.4227566155813,126.69742870543
연수 공영주차장,인천광역시 연수구 경원대로 429,,22,동시,사용가능,2019,37.4227566155813,126.69742870543
선재어촌계,인천광역시 옹진군 영흥면 선재로 5,,1,단독,사용가능,2019,37.2725417325582,126.454003363672
선재어촌계,인천광역시 옹진군 영흥면 선재로 5,,2,단독,사용가능,2019,37.2725417325582,126.454003363672
장경리주차장,인천광역시 옹진군 영흥면 영흥로 723,,1,단독,사용가능,2019,37.2329127508857,126.537224694904
장경리주차장,인천광역시 옹진군 영흥면 영흥로 723,,2,단독,사용가능,2019,37.2329127508857,126.537224694904
강화군시설관리공단,인천광역시 강화군 강화읍 용정리 1074-4,,1,단독,사용가능,2021,37.7379917070765,126.511955644642
강화도서관,인천광역시 강화군 강화읍 관청리 580-8,,1,단독,사용가능,2020,37.7491078832856,126.483465520064
강화읍 갑곳 공영주차장,인천광역시 강화군 강화읍 갑곳리 462-3,,1,단독,사용가능,2020,37.7421874334501,126.505459061613
교동면사무소,인천광역시 강화군 교동면 교동동로 485-13,,1,단독,사용가능,2020,37.7844605432227,126.283234451587
불은면사무소,인천광역시 강화군 불은면 강화동로 562-3,,1,단독,사용가능,2021,37.7036422150971,126.320958362808
삼산면사무소,인천광역시 강화군 삼산면 석모리 238,,1,단독,사용가능,2020,37.5338132813069,126.744815761698
"양도면사무소, 보건지소",인천광역시 강화군 양도면 강화남로 708-2,,1,단독,사용가능,2020,37.7982388467362,126.408694811699
양사면사무소,인천광역시 강화군 양사면 전망대로 1391,,1,단독,사용가능,2020,37.4639815397934,126.710944293226
샛별공영주차장,인천광역시 계양구 안남로 543,,1,단독,사용가능,2020,37.6628893641715,126.422111826809
인천광역시농업기술센터,인천광역시 계양구 서운동 207-1,,1,단독,사용가능,2020,37.4056900268437,126.729320376418
간석2동 행정복지센터 1층 주차장,인천광역시 남동구 남동대로916번길 47,,1,단독,사용가능,2020,37.6864690356501,126.479880113065
논현1동 행정복지센터 지상주차장 (인천),인천광역시 남동구 소래역로 115,,1,단독,사용가능,2020,37.5314798412444,126.710497440743
한국교통안전공단 인천자동차검사소,인천광역시 미추홀구 아암대로 253번길 81,,1,단독,사용가능,2020,37.4411839110296,126.637640177123
연수역 북부 공영주차장,인천광역시 연수구 연수동 587,,1,단독,상태미확인,2020,37.4190940191072,126.677369585822
함박종합사회복지관,인천광역시 연수구 함박안로 217,,1,단독,사용가능,2021,37.4259880519645,126.6871628557
인천적십자병원,인천광역시 연수구 원인재로 263,,1,단독,사용가능,2021,37.7097745022631,126.514220410115
강화읍 관청 제1공영주차장,인천광역시 강화군 강화읍 관청리 931,,21,동시,사용가능,2020,37.685276764071,126.312590677761
강화읍 관청 제1공영주차장,인천광역시 강화군 강화읍 관청리 931,,22,동시,사용가능,2020,37.7097745022631,126.514220410115
석모도미네랄온천,인천광역시 강화군 삼산면 매음리 645-27,,21,동시,사용가능,2020,37.7515929079375,126.479513210372
석모도미네랄온천,인천광역시 강화군 삼산면 매음리 645-27,,22,동시,사용가능,2020,37.4184275478229,126.689932500245
용진진주차장,인천광역시 강화군 선원면 지산리 216-6,,21,동시,사용가능,2020,37.685276764071,126.312590677761
용진진주차장,인천광역시 강화군 선원면 지산리 216-6,,22,동시,사용가능,2020,37.7515929079375,126.479513210372
한국산업인력공단 인천지사,인천광역시 남동구 남동서로209,,21,동시,사용가능,2021,37.4087357372134,126.692333932832
한국산업인력공단 인천지사,인천광역시 남동구 남동서로209,,22,동시,사용가능,2021,37.4087357372134,126.692333932832
서구청 제1공영주차장,인천광역시 서구 탁옥로 51번길 26,,21,동시,사용가능,2021,37.5460682470752,126.675988265789
서구청 제1공영주차장,인천광역시 서구 탁옥로 51번길 26,,22,동시,사용가능,2021,37.5460682470752,126.675988265789
청라사업소,인천광역시 서구 경서동 673-6,,22,동시,사용가능,2020,37.4740806732311,126.621339693079
인천광역시중구청사,인천광역시 중구 신포로27번길80,,22,동시,사용가능,2021,37.3885397634962,126.639957454563
인천스타트업파크,인천광역시 연수구 컨벤시아대로 204,,1,단독,사용가능,2021,37.4740806732311,126.621339693079
인천스타트업파크,인천광역시 연수구 컨벤시아대로 204,,21,동시,사용가능,2020,37.524519326888,126.633936700133
인천스타트업파크,인천광역시 연수구 컨벤시아대로 204,,22,동시,사용가능,2020,37.3885397634962,126.639957454563
청라복합문화센터,인천광역시 서구 청라대로 26,,1,단독,사용가능,2021,37.3885397634962,126.639957454563
부평2동행정복지센터,인천광역시 부평구 부영로 23,,1,단독,사용가능,2021,37.4874299813802,126.717202640298
송도체육센터,인천광역시 연수구 송도과학로51번길 80,,1,단독,사용가능,2021,37.386507459351,126.669792421544
강화군국민체육센터,인천광역시 강화군 강화읍 강화대로 591,,1,단독,사용가능,2021,37.753428805621,126.469274046443
연수역 남부 공영주차장,인천광역시 연수구 청학동 466-1,,1,단독,상태미확인,2021,37.4185865913169,126.676883407986
연수 벚꽃로 공영주차장,인천광역시 연수구 연수동 벚꽃로 123,,1,단독,사용가능,2021,37.4170236148723,126.679503551169
청학동 제2공영주차장,인천광역시 연수구 청학동 90-5,,1,단독,사용가능,2021,37.4272938154069,126.662755730671
벽돌막 공영주차장,인천광역시 부평구 열우물로 8,,2,단독,사용가능,2021,37.5445648633075,126.678334395063
인천서부경찰서,인천광역시 서구 탁옥로 77,,2,단독,충전중,2021,37.5445648633075,126.678334395063
인천삼산경찰서,인천광역시 부평구 굴포로 104,,1,단독,사용가능,2021,37.5110124805355,126.732240699017
인천삼산경찰서,인천광역시 부평구 굴포로 104,,2,단독,사용가능,2021,37.5110124805355,126.732240699017
강화군청 부설주차장(2층 야외주차장),인천광역시 강화군 강화읍 관청리 201-3,,1,단독,사용가능,2021,37.7467706917811,126.488939331367
강화군청 부설주차장(2층 야외주차장),인천광역시 강화군 강화읍 관청리 201-3,,2,단독,사용가능,2021,37.7467706917811,126.488939331367
인천미추홀경찰서,인천광역시 미추홀구 매소홀로290번길 32,,1,단독,사용가능,2021,37.442703889031,126.653373002239
인천미추홀경찰서,인천광역시 미추홀구 매소홀로290번길 32,,2,단독,사용가능,2021,37.442703889031,126.653373002239
인천미추홀경찰서,인천광역시 미추홀구 매소홀로290번길 32,,3,단독,사용가능,2021,37.442703889031,126.653373002239
근로복지공단 인천병원,인천광역시 부평구 무네미로 446,,21,동시,사용가능,2021,37.4759729938992,126.754017804241
근로복지공단 인천병원,인천광역시 부평구 무네미로 446,,22,동시,사용가능,2021,37.4759729938992,126.754017804241
인천국민안전체험관,인천광역시 서구 봉오재1로 120,,21,동시,사용가능,2021,37.52189098124,126.676547938318
인천국민안전체험관,인천광역시 서구 봉오재1로 120,,22,동시,사용가능,2021,37.5584360318977,126.607464374472
경인항 인천터미널 아라뱃길 충전소,인천광역시 서구 정서진1로 41,,21,동시,사용가능,2021,37.52189098124,126.676547938318
경인항 인천터미널 아라뱃길 충전소,인천광역시 서구 정서진1로 41,,22,동시,사용가능,2021,37.5584360318977,126.607464374472
계양구 공영주차장,인천광역시 계양구 봉오대로 679-1,,1,단독,사용가능,2021,37.5309074226762,126.724464584475
인천서구청 제1주차장,인천광역시 서구 탁옥로51번길 26,,1,단독,상태미확인,2021,37.5460682470752,126.675988265789
강화경찰서,인천광역시 강화군 강화읍 동문안길 17,,91,단독,사용가능,2021,37.7467706917811,126.488939331367
강화경찰서,인천광역시 강화군 강화읍 동문안길 17,,92,단독,상태미확인,2021,37.747710026621,126.486326708757
강화군청 공영주차장,인천광역시 강화군 강화읍 관청리 201-3,,31,동시,사용가능,2022,37.7467706917811,126.488939331367
강화군청 공영주차장,인천광역시 강화군 강화읍 관청리 201-3,,32,동시,사용가능,2022,37.747710026621,126.486326708757
풍물시장 부설주차장,인천광역시 강화군 강화읍 중앙로 17-9,,31,동시,사용가능,2022,37.7414215493574,126.49286919839
풍물시장 부설주차장,인천광역시 강화군 강화읍 중앙로 17-9,,32,동시,상태미확인,2022,37.7448148904294,126.486679723864
강화읍 남문공영주차장,인천광역시 강화군 강화읍 신문리 4-5,,31,동시,사용가능,2022,37.7448148904294,126.486679723864
강화읍 남문공영주차장,인천광역시 강화군 강화읍 신문리 4-5,,32,동시,상태미확인,2022,37.7414215493574,126.49286919839
갑곶돈대,인천광역시 강화군 강화읍 갑곳리 225-9,,31,동시,사용가능,2022,37.733661449598,126.515370797771
갑곶돈대,인천광역시 강화군 강화읍 갑곳리 225-9,,32,동시,충전중,2022,37.733661449598,126.515370797771
인천어린이과학관,인천광역시 계양구 방축로 21 (방축동),,31,동시,사용가능,2022,37.5515712297651,126.739948791311
인천어린이과학관,인천광역시 계양구 방축로 21 (방축동),,32,동시,사용가능,2022,37.5515712297651,126.739948791311
남인천영업소,인천광역시 남동구 운연동 443,,31,동시,사용가능,2022,37.4321422415689,126.766185967176
남인천영업소,인천광역시 남동구 운연동 443,,32,동시,사용가능,2022,37.4321422415689,126.766185967176
도화1동 제4노외주차장,인천광역시 미추홀구 도화동 597-122,,31,동시,사용가능,2022,37.4641704739021,126.666125563644
도화1동 제4노외주차장,인천광역시 미추홀구 도화동 597-122,,32,동시,사용가능,2022,37.4101674595144,126.681382496566
인천연수경찰서 ,인천광역시 연수구 원인재로 138 ,,31,동시,사용가능,2022,37.4101674595144,126.681382496566
인천연수경찰서 ,인천광역시 연수구 원인재로 138 ,,32,동시,사용가능,2022,37.4641704739021,126.666125563644
인천대공원사업소 충전소,인천광역시 남동구 무네미로 238,,31,동시,사용가능,2022,37.4585938313615,126.751967126768
인천대공원사업소 충전소,인천광역시 남동구 무네미로 238,,32,동시,사용가능,2022,37.4585938313615,126.751967126768
인천대공원사업소 충전소,인천광역시 남동구 무네미로 238,,33,동시,상태미확인,2022,37.4585938313615,126.751967126768
인천대공원사업소 충전소,인천광역시 남동구 무네미로 238,,34,동시,사용가능,2022,37.4585938313615,126.751967126768
인천공항 졸음쉼터,인천광역시 서구 인천국제공항고속도로 24(검암동),,81,단독,충전중,2022,37.5689949852131,126.66212319261
인천공항 졸음쉼터,인천광역시 서구 인천국제공항고속도로 24(검암동),,82,단독,사용가능,2022,37.5689949852131,126.66212319261
인천공항 졸음쉼터,인천광역시 서구 인천국제공항고속도로 24(검암동),,83,단독,사용가능,2022,37.5689949852131,126.66212319261
남청라영업소,인천광역시 서구 청라동 194-2,,1,단독,사용가능,2022,37.5515712297651,126.739948791311
계양종합사회복지관,인천광역시 계양구 아나지로 517,,1,단독,사용가능,2022,37.5150939856229,126.625260467743
인천어린이과학관,인천광역시 계양구 방축로 21 (방축동),,1,단독,사용가능,2022,37.4790784666592,126.618877183566
부개역 공영주차장,인천광역시 부평구 부개동 515,,1,단독,사용가능,2022,37.526031602316,126.750286585818
동화마을 공영주차장,인천광역시 중구 송월동2가 4,,1,단독,사용가능,2022,37.4897459331989,126.73921729885
소래제2 공영주차장,인천광역시 남동구 논현동 750-2,,1,단독,상태미확인,2022,37.3997043138858,126.734817499349
소래제3 공영주차장,인천광역시 남동구 논현동 749-3,,1,단독,사용가능,2022,37.4012350464644,126.73177795327
동일방직 옆 공영주차장,인천광역시 동구 만석동 36-5,,1,단독,사용가능,2022,37.4823894877763,126.620981643315
동인천 공영주차장,인천광역시 중구 경동 142-3,,1,단독,사용가능,2022,37.4788914304901,126.633606769691
수문통 공영주차장,인천광역시 동구 송현동 66-785,,1,단독,사용가능,2022,37.3975083149328,126.735969382494
소래제1 공영주차장,인천광역시 남동구 논현동 754-3,,1,단독,사용가능,2022,37.5375960906488,126.735747338651
소래제1 공영주차장,인천광역시 남동구 논현동 754-3,,2,단독,사용가능,2022,37.3975083149328,126.735969382494
인천계양경찰서 ,인천광역시 계양구 계산새로 68 ,,1,단독,사용가능,2022,37.4732914392482,126.633266247078
인천계양경찰서 ,인천광역시 계양구 계산새로 68 ,,2,단독,사용가능,2022,37.5375960906488,126.735747338651
인천논현경찰서,인천광역시 남동구 논현고잔로 239,,1,단독,사용가능,2022,37.4040774354874,126.715038754344
인천논현경찰서,인천광역시 남동구 논현고잔로 239,,2,단독,사용가능,2022,37.4040774354874,126.715038754344
차이나타운공영주차장,인천광역시 중구 북성동2가 12-36,,1,단독,사용가능,2022,37.4760527414764,126.6183832463
차이나타운공영주차장,인천광역시 중구 북성동2가 12-36,,2,단독,사용가능,2022,37.4760527414764,126.6183832463
소래제5 공영주차장,인천광역시 남동구 논현동 66-99,,1,단독,사용가능,2022,37.4014331053412,126.739399862172
소래제5 공영주차장,인천광역시 남동구 논현동 66-99,,2,단독,사용가능,2022,37.4560399132317,126.634387034447
인하대병원사거리공영주차장,인천광역시 중구 신흥동3가 7-317,,1,단독,사용가능,2022,37.4014331053412,126.739399862172
인하대병원사거리공영주차장,인천광역시 중구 신흥동3가 7-317,,2,단독,사용가능,2022,37.47121541346,126.630743150569
경동공영주차장,인천광역시 중구 경동 230-39,,1,단독,사용가능,2022,37.4560399132317,126.634387034447
경동공영주차장,인천광역시 중구 경동 230-39,,2,단독,사용가능,2022,37.47121541346,126.630743150569
구인천여고 공영주차장,인천광역시 중구 참외전로 100 (전동),,1,단독,상태미확인,2022,37.4771142824534,126.629501731634
구인천여고 공영주차장,인천광역시 중구 참외전로 100 (전동),,2,단독,사용가능,2022,37.4771142824534,126.629501731634
인천출입국외국인청,인천광역시 중구 항동7가 1-12,,1,단독,사용가능,2022,37.4628819240745,126.629536477726
인천출입국외국인청,인천광역시 중구 항동7가 1-12,,2,단독,사용가능,2022,37.4628819240745,126.629536477726
인천지방해양수산청,인천광역시 중구 서해대로 365-1,,1,단독,사용가능,2022,37.4591912456012,126.628970672164
인천지방해양수산청,인천광역시 중구 서해대로 365-1,,2,단독,사용가능,2022,37.4591912456012,126.628970672164
인천중부경찰서 ,인천광역시 중구 제물량로 237 ,,1,단독,사용가능,2022,37.4729438111324,126.617960878693
인천중부경찰서 ,인천광역시 중구 제물량로 237 ,,2,단독,사용가능,2022,37.4729438111324,126.617960878693
인천중부경찰서 ,인천광역시 중구 제물량로 237 ,,3,단독,사용가능,2022,37.4729438111324,126.617960878693
서창5호 공영주차장,인천광역시 남동구 서창동 567-4,인천광역시 남동구 서창동 567-4,1,단독,사용가능,2022,37.434263924926,126.751296726642
검단제1 공영주차장,인천광역시 서구 마전동 986,인천광역시 서구 마전동 986,1,단독,충전중,2022,37.6015864147953,126.661101391542
장기파출소,인천광역시 계양구 장기서로 6,,1,단독,사용가능,2022,37.5767173591751,126.734573776341
계산택지1 공영주차장,인천광역시 계양구 계양문화로 111,인천광역시 계양구 계양문화로 111,1,단독,사용가능,2022,37.5409874490711,126.736757351558
계산택지1 공영주차장,인천광역시 계양구 계양문화로 111,인천광역시 계양구 계양문화로 111,2,단독,사용가능,2022,37.5409874490711,126.736757351558
신문 제2 공영주차장,인천광역시 강화군 강화읍 향나무길 8,,21,단독,사용가능,2023,37.7476456614178,126.479643088726
신문 제2 공영주차장,인천광역시 강화군 강화읍 향나무길 8,,22,단독,사용가능,2023,37.7476456614178,126.479643088726
월미도제2공영주차장,인천광역시 중구 북성동1가 97-32,,21,단독,사용가능,2023,37.4774267649982,126.59850584246
월미도제2공영주차장,인천광역시 중구 북성동1가 97-32,,22,단독,충전중,2023,37.4843926856,126.647585104786
송림체육관,인천광역시 동구 염전로 30 ,인천광역시 동구 염전로 30 ,1,단독,사용가능,2023,37.4509298808103,126.753842948945
장수2호 공영주차장,인천광역시 남동구 장수동 779-13,인천광역시 남동구 장수동 779-13,1,단독,사용가능,2023,37.6321626409621,126.532122895023
돌산마루 제1호 공영주차장,인천광역시 남동구 간석동 940-1,인천광역시 남동구 간석동 940-1,1,단독,상태미확인,2023,37.4678681961618,126.712226811538
약산제1호 공영주차장,인천광역시 남동구 간석동 86-2,인천광역시 남동구 간석동 86-2,1,단독,사용가능,2023,37.4525500415221,126.64026036517
용현5동 행정복지센터,인천광역시 미추홀구 토금북로 60,인천광역시 미추홀구 토금북로 60,1,단독,사용가능,2023,37.4646145203259,126.718227813503
초지진,인천광역시 강화군 길상면 초지리 1251-323,인천광역시 강화군 길상면 초지리 1251-323,1,단독,사용가능,2023,37.4774267649982,126.59850584246
노인복지회관 앞 공영주차장,인천광역시 중구 신흥동2가 16-2,인천광역시 중구 신흥동2가 16-2,1,단독,사용가능,2023,37.4674647962432,126.633754106602
장수1호 공영주차장,인천광역시 남동구 장수동 767-12,인천광역시 남동구 장수동 767-12,1,단독,사용가능,2023,37.4518524105466,126.751253422968
차이나타운공영주차장(1층),인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),1,단독,사용가능,2023,37.4760337824393,126.618399396206
차이나타운공영주차장(2층),인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),인천광역시 중구 차이나타운로44번길 28-12 (북성동2가),1,단독,충전중,2023,37.4760337824393,126.618399396206
내동공영주차장,인천광역시 중구 내동 108,인천광역시 중구 내동 108,1,단독,사용가능,2023,37.7455693522699,126.493992754088
전동공영주차장,인천광역시 중구 전동 31-3,인천광역시 중구 전동 31-3,1,단독,사용가능,2023,37.4329078058509,126.751852709611
관청근린공원주차장,인천광역시 강화군 강화읍 관청리 84-1,인천광역시 강화군 강화읍 관청리 84-1,1,단독,사용가능,2023,37.4722712417671,126.626966249451
신문리 공영주차장,인천광역시 강화군 강화읍 신문리 593-1,인천광역시 강화군 강화읍 신문리 593-1,1,단독,사용가능,2023,37.7464426681615,126.479513201282
